medical_abstract,original_condition_labels,original_condition_names,original_splits,n_tokens,was_truncated,binary_prediction,urgent_score,nonurgent_score,confidence,triage_level,pseudolabel_model,pseudolabel_threshold,max_length
Active drainage of cardiac lymph in relation to reduction in size of myocardial infarction: an experimental study. Active drainage of cardiac lymph using hyaluronidase was attempted in dogs. The results were satisfactory and the ischemic myocardium was salvaged. The infarct risk area (I/R) ratio decreased after drainage. Regional myocardial ischemia and infarction were provided by means of ligature of the left coronary artery for 120 and 240 minutes respectively. Cardiac lymph was collected by conventional procedures. Enzymes released from the myocardium increased significantly in the cardiac lymph. The volume of cardiac lymph gradually increased after ligature of the coronary artery. Administration of hyaluronidase further increased the cardiac lymph flow and significantly decreased the I/R ratio as determined by triphenyl tetrazolium chloride (TTC) and methylene blue staining. Drainage of the cardiac lymph salvaged the ischemic myocardium. Reduction of interstitial edema and augmentation of cardiac lymph flow with the hyaluronidase prevented the development of the infarction. This is the first documentation of the effect of active drainage of cardiac lymph on the development of infarction through observation of the I/R ratio.,4,cardiovascular diseases,train,287,True,urgent,0.7175763845443726,0.28242361545562744,0.7175763845443726,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Active specific immunotherapy in patients with melanoma. A clinical trial with mouse antiidiotypic monoclonal antibodies elicited with syngeneic anti-high-molecular-weight-melanoma-associated antigen monoclonal antibodies [published erratum appears in J Clin Invest 1991 Feb;87(2):757] In two clinical trials the mouse antiidiotypic monoclonal antibody (MAb) MF11-30, which bears the internal image of human high-molecular-weight-melanoma-associated antigen (HMW-MAA) was administered by subcutaneous route without adjuvants to patients with stage IV malignant melanoma on day 0, 7, and 28. Additional injections were administered if anti-antiidiotypic antibodies were not found or their titer decreased. In the first phase I trial with 16 patients the initial dose was 0.5 mg per injection and escalated to 4 mg per injection. Neither toxicity nor allergic reactions were observed despite the development of anti-mouse Ig antibodies. Minor responses were observed in three patients. In a second clinical trial MAb MF11-30 was administered to 21 patients at a dose of 2 mg per injection, since this dose had been shown in the initial study to be effective in inducing anti-antiidiotypic antibodies. Two patients were inevaluable; in the remaining 19 patients, the average duration of treatment was 34 wk. In this trial as well, neither toxicity nor allergic reactions were observed. 17 of the 19 immunized patients increased the levels of anti-mouse Ig antibodies and 16 developed antibodies that inhibit the binding of antiidiotypic MAb MF11-30 to the immunizing anti-HMW-MAA MAb 225.28. One patient increased the level of anti-HMW-MAA antibodies. One patient achieved a complete remission with disappearance of multiple abdominal lymph nodes for a duration of 95 wk. Minor responses were observed in three patients. These results suggest that mouse antiidiotypic MAb that bear the internal image of HMW-MAA may be useful reagents to implement active specific immunotherapy in patients with melanoma.",1,neoplasms,train,490,True,non-urgent,0.39703765511512756,0.60296231508255,0.60296231508255,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Active vs passive rhythms as an explanation of bigeminal rhythm with similar P waves. We describe the criteria for differential diagnosis between 3:2 sinoatrial block from atrial bigeminy due to an ectopic focus in the sinus or parasinus zone. In the 3:2 sinoatrial block the RR interval of the basic rhythm is similar to the short R-R interval of the paired rhythm. In atrial bigeminy, the R-R interval of the basic rhythm is similar to the long R-R interval of the paired rhythm.",5,general pathological conditions,train,121,False,non-urgent,0.3827744126319885,0.6172255873680115,0.6172255873680115,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acupuncture and chronic pain: a criteria-based meta-analysis. A literature search revealed 51 controlled clinical studies on the effectiveness of acupuncture in chronic pain. These studies were reviewed using a list of 18 predefined methodological criteria. A maximum of 100 points for study design could be earned in four main categories: (a) comparability of prognosis, (b) adequate intervention, (c) adequate effect measurement and (d) data presentation. The quality of even the better studies proved to be mediocre. No study earned more than 62% of the maximum score. The results from the better studies (greater than or equal to 50% of the maximum score) are highly contradictory. The efficacy of acupuncture in the treatment of chronic pain remains doubtful.",3|5,nervous system diseases|general pathological conditions,train,169,False,non-urgent,0.06577245146036148,0.934227466583252,0.934227466583252,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute T-cell leukemia/lymphoma mimicking Hodgkin's disease with secondary HTLV I seroconversion. The authors observed a pleiomorphic lymphoma mimicking Hodgkin's lymphoma in a French Guyana black woman lacking antibodies for human T-cell lymphoma/leukemia virus type I (HTLV I). After two courses of chemotherapy with either mechlorethamine, vincristine, procarbazine, and prednisone (MOPP) or doxorubicin, bleomycin, vincaleukoblastine, and dacarbazine (ABVD), a typical acute T-cell leukemia/lymphoma developed with HTLV I seroconversion. Specific HTLV I DNA sequences were detected using the polymerase chain reaction (PCR) on a lymph node biopsy obtained before chemotherapy. The mechanisms of the seroconversion are discussed.",1,neoplasms,train,220,False,urgent,0.6784026622772217,0.3215973377227783,0.6784026622772217,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute abdominal pain in the elderly. STUDY OBJECTIVES: To determine the incidences of both specific diagnosis and surgical diseases in patients more than 65 years old who present to the emergency department with nontraumatic abdominal pain of less than one week's duration, and to determine the ED staff's ability to diagnose and triage elderly patients with acute abdominal pain. DESIGN: A 12-month retrospective review of all elderly patients who presented to the ED with acute, nontraumatic abdominal pain. SETTING: A regional trauma center serving a predominately rural population in the Midwest. The ED has 55,000 patient visits yearly. MEASUREMENTS AND MAIN RESULTS: Of the 127 patients enrolled, 30 (24%) had no specific diagnosis made in the ED. Biliary tract disease (12%) and small bowel obstruction (12%) were the two most common specific diagnoses. Overall, 53 patients (42%) required surgery, usually during the initial hospitalization. In four cases, the postoperative diagnosis differed significantly from the ED diagnosis. Of the 74 patients (58%) who did not undergo surgery, 51 had follow-up information available. In 14 patients, the follow-up diagnosis differed from the original diagnosis, but most of these changes did not appreciably alter the treatment and outcome. CONCLUSIONS: The incidence of surgical disease is high in elderly patients with acute abdominal pain, and ED staff are able to diagnose and triage these patients accurately.",2|5,digestive system diseases|general pathological conditions,train,344,True,urgent,0.8257653713226318,0.1742345690727234,0.8257653713226318,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
Acute aluminum toxicity after continuous intravesical alum irrigation for hemorrhagic cystitis. An encephalopathy and cardiomyopathy developed in a seventeen-year-old girl with chemotherapy-induced renal failure while receiving an intravesical aluminum infusion for hemorrhagic cystitis. Premortem serum and postmortem tissue aluminum levels were markedly elevated. It is likely that her inability to excrete absorbed aluminum contributed to her death. Aluminum infusions should be used with caution in patients with renal failure.,5,general pathological conditions,train,126,False,urgent,0.9217879772186279,0.07821203023195267,0.9217879772186279,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute and chronic bacterial prostatitis: a review of treatment approaches. Some authors describe acute bacterial prostatitis as a self-limiting disease, and as with any other acute septic condition, parenteral broad-spectrum antibiotic therapy is indicated. Chronic bacterial prostatitis, however, is associated with a causative organism persisting unaltered in prostatic fluid and leading to relapsing urinary tract infections. In the 1970s, several workers produced a classification system and bacteriologic localization cultures for establishing the diagnosis of prostatitis. Krieger and Crawford point to an important factor that is omitted in many clinical trials with episodes of chronic bacterial prostatitis in men. If localization studies of the prostate infection are attempted in the presence of bacteriuria, the urine must be sterilized with nitrofurantoin or penicillin G. Urine cultures obtained from first-voided urine, bladder urine, and urine voided after prostatic massage should show no growth, and the expressed prostatic secretion can then be examined for evidence of prostatic infection. This procedure reduces the contamination of the expressed prostatic secretion by the organism from the urinary tract infection. This is important, because antibiotic treatment is determined by the sensitivity of the organism isolated from the prostate as well as by the ability of the antibiotics to penetrate the prostate. Meares outlines the pharmacokinetic features needed for drug diffusion into prostatic fluid and provides detailed information on the physical characteristics of the prostate during acute and chronic bacterial prostatitis. Unfortunately, the choice of an ideal drug cannot be extrapolated from this information because pharmacodynamic principles cannot predict clinical efficacy. Some authors find that sulfamethoxazole-trimethoprim has the best cure rate in the treatment of chronic bacterial prostatitis.",5,general pathological conditions,test,391,True,non-urgent,0.42347460985183716,0.5765253901481628,0.5765253901481628,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute and chronic bioeffects of single and multiple doses of piezoelectric shockwaves (EDAP LT.01). Piezoelectric second generation lithotriptors are an established means of administering extracorporeal shockwave lithotripsy (ESWL) enabling treatment to be performed without anaesthesia or analgesia, but higher shockwave doses and multiple or staged treatment are frequently required. The bioeffects of this modality of ESWL, therefore, require further assessment. Seven experimental groups of adult male rabbits were treated using the EDAP LT.01 in order to determine the acute and chronic bioeffects of clinical dose, excess dose, divided excess dose, high frequency and multiple treatment (X10) piezoelectric shockwaves (PSW). Renal function was measured before and after treatment using mercaptoacetyltriglycine (MAG 3) scans. Gross and histological morphological changes were assessed at one and 30 days following application of PSW. Application of single clinical dose PSW was not associated with any significant functional or morphological renal injury. Excess dose PSW caused transient gross renal contusion, which resolved in the majority of animals with no persistent microscopic abnormality. Divided excess dose PSW resulted in no gross or microscopic damage. High frequency PSW was associated with mild histological abnormality. Multiple PSW treatments caused small discrete fibrotic lesions in all cases, without any change in renal function.",5,general pathological conditions,train,337,True,non-urgent,0.42506155371665955,0.5749384164810181,0.5749384164810181,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute and chronic stress in duodenal ulcer disease. Acute and chronic life event stressors were objectively assessed in a sample of duodenal ulcer patients and community controls. Stress was assessed on two dimensions, ""personal threat"" and ""goal frustration."" Chronic stressors (those of 6 months' duration or more) involving high goal frustration were significantly and independently associated with the onset and relapse of duodenal ulcers, as were acute events of high immediate but transient personal threat.",2|5,digestive system diseases|general pathological conditions,train,110,False,non-urgent,0.09166592359542847,0.9083340764045715,0.9083340764045715,normal,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute and long-term changes in serum lipids after acute stroke. We studied serum lipid profiles in 171 patients less than or equal to 48 hours after the onset of acute stroke and 3 months later. The 83 patients suffering cerebral infarction had significantly higher serum concentrations of total cholesterol, low density lipoprotein-cholesterol, and apolipoprotein B and significantly lower serum concentrations of triglycerides and lipoprotein (a) less than or equal to 48 hours after ictus than 3 months later. The lipid profiles of the 53 patients suffering lacunar infarction were similar on both occasions, the only significant differences being higher total cholesterol and low density lipoprotein-cholesterol concentrations less than or equal to 48 hours after ictus. No significant changes were observed among the 35 patients suffering cerebral hemorrhage apart from a significantly higher concentration of high density lipoprotein3-cholesterol less than or equal to 48 hours after ictus. Our study, with many patients classified according to stroke subtype, gives results different from those of previous studies with much fewer patients. We conclude that in studies of serum lipid and lipoprotein concentrations as risk factors for cerebral infarction, comparing values obtained less than or equal to 48 hours after admission with control values may incorrectly identify certain lipid fractions as risk factors.",3,nervous system diseases,test,295,True,non-urgent,0.407577782869339,0.5924222469329834,0.5924222469329834,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute angiographic and clinical outcome of high speed percutaneous rotational atherectomy (Rotablator). Percutaneous rotational atherectomy (Rotablator), a high speed (greater than 100,000 RPM) rotational burr, was used successfully in 38 of 43 patients (88%) (mean age: 65 +/- 7 years) with 82 lesions (71 stenoses and 11 occlusions). The clinical indications were claudication (84%), nonhealing ulcer (7%), and renovascular hypertension (7%). Rotablation was successful in 78 of 82 lesions (95%): 68 of 71 (96%) stenoses (12 of 12 iliac, 11 of 11 femoral, 7 of 8 popliteal, 36 of 37 tibial, and 2 of 3 renal arteries; 60% of lesions were diffuse, i.e., greater than or equal to 4 cm in length), and 10 of 11 (91%) occlusions (5 of 6 femoral, 1 of 1 popliteal, 3 of 3 tibioperoneal, 1 of 1 brachial artery). The Rotablator significantly (p less than 0.001) reduced the arterial obstruction (stenoses: 85 +/- 11% to 12 +/- 12%); occlusions: 100% to 25 +/- 10%). The effective final burr size for arteries varied at 3.5-4.5 mm for renal, 3.0-3.5 mm for femoral, and 2.0-3.0 mm for brachial and tibial. Complications included gross hemoglobinuria without sequelae in 27 patients (63%), groin hematoma in 10 (23%), arterial spasm in 10 (23%), and arterial bypass in 2 (5%). The Rotablator was successfully used, without concomitant conventional balloon angioplasty, to open arterial lesions with excellent angiographic results in both diffuse and segmental peripheral vascular disease. There was gratifying patient clinical improvement.",4|5,cardiovascular diseases|general pathological conditions,test|train,497,True,urgent,0.5148119926452637,0.48518797755241394,0.5148119926452637,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute aortic valvular incompetence following blunt thoracic deceleration injury: case report. Blunt trauma leading to aortic valvular incompetence is rarely encountered, with 27 cases reported to date. All cusps and commissures are involved to a similar degree. Treatment includes either reattachment of cusps to the annulus (80% recurrence of incompetence) or valvular replacement (no recurrence). Valve replacement is the treatment of choice for these patients.",4,cardiovascular diseases,test,125,False,urgent,0.7795892357826233,0.22041071951389313,0.7795892357826233,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute appendicitis in the pregnant patient. Acute appendicitis is the most common surgical problem in pregnancy requiring emergent intervention. To establish a contemporary patient profile and formulate an effective management strategy, a retrospective review was conducted of 84 pregnant patients who underwent laparotomy with a preoperative diagnosis of acute appendicitis. Gestational stage at presentation included the first trimester in 27 patients (32%), the second trimester in 37 patients (44%), the third trimester in 13 patients (16%), and the puerperium in 7 patients (8%). Fifty-four patients (64%) had pathologically proven acute appendicitis; the incidence did not vary by trimester. Other intra-abdominal conditions were detected in 15 patients (18%). There were no significant differences between patients with positive and negative laparotomies (or among trimesters) regarding frequency of presenting symptoms and signs or laboratory results. Operation occurred within 24 hours of symptom onset in 19 of 54 (35%) instances of proven acute appendicitis. Perforation occurred in 23 of 54 patients (43%), all of whom had symptoms exceeding 24 hours (p less than 0.0005). Five instances of perinatal death and one case of extreme perinatal morbidity were associated with negative laparotomies; only one of these was attributed to operation itself. No adverse long-term maternal morbidity or mortality occurred. Wound infection developed in seven cases of acute appendicitis (six perforated) and two negative explorations. We conclude that (1) gestational physiologic changes obscure the accurate diagnosis of acute appendicitis; (2) the natural history of acute appendicitis is not affected by trimester of presentation; and (3) adverse sequelae of acute appendicitis are obviated by prompt operative exploration and prevention of appendiceal perforation.",2|5,digestive system diseases|general pathological conditions,train,427,True,urgent,0.8311094045639038,0.16889066994190216,0.8311094045639038,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute arsenical myopathy: morphological description. We describe the histological findings of the muscle in a case of acute voluntary massive arsenic intoxication resulting in severe rhabdomyolysis. The main features on muscle biopsy were perifascicular hypercontracted fibers, myofibrillar disruption, mitochondrial abnormalities and abundant cytoplasmic vacuoles containing lipids.",5,general pathological conditions,train,92,False,urgent,0.700605571269989,0.299394428730011,0.700605571269989,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute autonomic neuropathy. Two cases and a clinical review. Acute autonomic neuropathy is an uncommon syndrome, usually affecting healthy young people. Presentation is often dramatic and initial misdiagnosis is common. We describe two young women with acute autonomic neuropathy who presented with gastrointestinal involvement heralding widespread dysautonomia and review 26 additional cases of acute autonomic neuropathy from the English language literature. Acute autonomic neuropathy can be primarily cholinergic without orthostatic hypotension (26%) or pandysautonomic (74%) involving sympathetic adrenergic functions. Onset has been temporally related to viral syndromes in 20% of cases, with autonomic deficits usually evolving over 1 to 3 weeks. Gastroparesis (69%) and syncope (12%) are frequent presenting complaints. Spinal fluid protein levels are often (75%) elevated in pandysautonomic subtypes. Prolonged and incomplete recovery is the rule (60%), with persistent gastroparesis and orthostatic hypotension. Other specific diseases that occasionally mimic acute autonomic neuropathy include botulism, porphyria, amyloidosis, and paracarcinomatous neuropathies. Acute autonomic neuropathy shares several clinical features with acute idiopathic polyneuropathy (Guillain-Barre syndrome), suggesting an immune-mediated pathogenesis.",2|3|4|5,digestive system diseases|nervous system diseases|cardiovascular diseases|general pathological conditions,test|train,337,True,urgent,0.8611112236976624,0.13888876140117645,0.8611112236976624,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute axonal polyneuropathy associated with anti-GM1 antibodies following Campylobacter enteritis. We report 2 patients with Guillain-Barre syndrome (GBS) following Campylobacter jejuni enteritis. Electrophysiologic studies indicated that the predominant process was axonal degeneration of motor nerves, and clinical recovery was poor. Serum testing by thin-layer chromatography and enzyme-linked immunosorbent assay revealed that the sera from both patients contained high titers of IgG antibody against GM1 ganglioside. These cases may represent a subgroup of GBS as acute axonal polyneuropathy following C jejuni enteritis associated with anti-GM1 antibodies.",2,digestive system diseases,train,167,False,urgent,0.6170947551727295,0.3829052448272705,0.6170947551727295,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute biologic response to excimer versus thermal laser angioplasty in experimental atherosclerosis. Vascular injury and platelet accumulation after balloon angioplasty are two potentially important triggers of the process of restenosis that may be minimized by the use of laser energy to ablate atherosclerotic plaque. The type of laser most suitable to achieve these goals remains unknown. Accordingly, angiographic and histologic studies and quantitative platelet deposition analysis were performed on 27 atherosclerotic rabbit iliac arteries randomized to treatment with excimer laser or thermal laser angioplasty. Excimer laser angioplasty was achieved with 35 to 40 mJ/mm2 of 308 nm xenon chloride irradiation delivered through a 4.5F catheter made of 13 concentrically arranged 200 microns fiber optics, at a repetition rate of 25 to 30 Hz and a pulse duration of 135 ns; thermal laser angioplasty was achieved with a 1.7 mm metal probe heated with 10 W of continuous wave argon laser energy. The baseline and post-laser luminal diameters of excimer laser-treated vessels (0.92 +/- 0.28 and 1.56 +/- 0.48 mm, respectively) were similar to those observed in thermal laser-treated vessels (1.05 +/- 0.44 and 1.61 +/- 0.41 mm, respectively). Perforation occurred in 4 (29%) of 14 thermal laser-treated arteries and in 0 of 13 excimer laser-treated arteries (p = 0.04); spasm was observed in only 1 thermal laser-treated vessel. On the basis of a quantitative histologic grading scheme (damage scores of 0 to 4), greater degrees of injury were measured in thermal versus excimer laser-treated vessels (2.4 +/- 1.0 versus 1.3 +/- 0.4, p = 0.009).",5,general pathological conditions,train,442,True,non-urgent,0.4349711239337921,0.5650288462638855,0.5650288462638855,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute bronchitis: general practitioners' views regarding diagnosis and treatment. A survey was conducted among 800 Dutch general practitioners to establish their views on the diagnosis and treatment of bronchitis and related disorders with reference to 12 theoretical patients. The answers of the 467 respondents (response rate 60%) showed no clear relationship between signs and symptoms of the patients and the diagnosis made. In the authors' opinion the diagnosis of pneumonia was made too often. The decision whether or not to prescribe an antibiotic for a coughing patient was based in part on the diagnosis made, but in part it was also made on the basis of the signs and symptoms, irrespective of the diagnosis. The authors have the impression that general practitioners tend to prescribe antibiotics too quickly to coughing patients. There is a need for guidelines for diagnosis and treatment of patients with acute bronchitis and related conditions.",5,general pathological conditions,train,186,False,non-urgent,0.43529489636421204,0.5647051334381104,0.5647051334381104,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute central nervous system symptoms caused by ibuprofen in connective tissue disease. We describe 2 cases of acute encephalopathy in patients with connective tissue disease caused by small doses of ibuprofen. In addition to aseptic meningitis, both patients had altered mental status and focal neurologic signs, ophthalmoplegia in one and hemiparesis in the other. The spectrum of neurologic manifestations of ibuprofen hypersensitivity is reviewed.",3|4|5,nervous system diseases|cardiovascular diseases|general pathological conditions,train,115,False,urgent,0.8501835465431213,0.14981642365455627,0.8501835465431213,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute changes in the dynamics of the cerebrospinal fluid system during experimental subarachnoid hemorrhage. Early changes in intracranial pressure (ICP), ICP volume index, and resistance to absorption of cerebrospinal fluid induced by experimental subarachnoid hemorrhage were studied in cats. After SAH, the ICP was slightly elevated, and there was a decrease in the buffering capacity of the intracranial space and a sharp rise in outflow resistance. During infusion of blood into the cisterna magna with a constant infusion rate, an extensive increase in ICP could be demonstrated in contrast to the infusion of saline, which caused only slight elevation of ICP. Furthermore, during blood infusion, the ICP level did not reach a plateau phase of pressure, as was demonstrated during infusion of saline. It is suggested that the marked increase in ICP during blood infusion into the subarachnoid space is caused by intracranial volume loading and the simultaneous increase in cerebrospinal fluid outflow resistance. It is concluded that the reported relationship between increased cerebrospinal fluid outflow resistance and increased ICP supports the hypothesis of a strong increase in ICP during subarachnoid hemorrhage in human subjects.",4,cardiovascular diseases,train,284,True,urgent,0.6584979295730591,0.34150201082229614,0.6584979295730591,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute cholangitis. Cholangitis is an infection of the biliary ductal system that results from the combination of bactibilia and biliary obstruction. Choledocholithiasis has been the leading cause of cholangitis. However, in recent years, especially at tertiary referral centers, nonoperative biliary manipulations, often in patients with unresectable malignancies, have become the most common cause of cholangitis. As a result, the complete triad of fever and chills, jaundice, and abdominal pain, as originally described by Charcot, is now seen less frequently. Most patients still have leukocytosis and abnormal liver function tests, but many patients with indwelling tubes may develop cholangitis without significant jaundice. E. coli, Klebsiella species, and the enterococci remain the most frequently isolated organisms, and anaerobes including Bacteroides fragilis are recovered in 15% to 30% of patients. However, Enterobacter and Pseudomonas species, as well as yeasts, are now being isolated more frequently from patients with indwelling tubes, who often have been treated previously with antibiotics. Computed cholangiography usually is necessary to determine the cause and site of biliary obstruction. In the majority of patients with cholangitis, cholangiography can be delayed until the patient has been afebrile for a minimum of 24 to 48 hours. Initial therapy includes bowel rest, intravenous fluids, and antibiotics. Many antibiotic regimens are now available to cover the gram-negative aerobes, the enterococcus, and the anaerobes that are likely to be causing the biliary infection. The combination of a penicillin and an aminoglycoside has been the gold standard. However, recent studies suggest that the newer broad-spectrum penicillins provide adequate therapy for these patients. Only a small percentage (5%-10%) of patients with toxic cholangitis require emergency biliary decompression. The choice of percutaneous or endoscopic drainage should be made on the basis of the presumed site and cause of obstruction as well as local expertise. The nature of the biliary obstruction may be the most important determinant of outcome. At present, patients with end-stage malignant obstruction account for most of the deaths, whereas approximately 95% of patients survive an episode of cholangitis.",2|5,digestive system diseases|general pathological conditions,train,555,True,urgent,0.8308876156806946,0.169112429022789,0.8308876156806946,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute compartment syndrome. Effect of dermotomy on fascial decompression in the leg. Prompt surgical decompression is the only means of preventing the late sequelae of ischaemic contracture in post-traumatic compartment syndromes. However, controversy exists regarding the length of dermotomy required for adequate decompression in the lower extremity. This study investigated the skin envelope as a potential contributing factor. Wide fascial releases were performed through limited 8 cm incisions in eight cases of post-traumatic lower extremity compartment syndrome. In nine of 29 compartments the pressure remained greater than 30 mmHg. Lengthening the skin incisions to an average of 16 cm decreased intracompartmental pressures significantly. This study documents the skin envelope as a contributing factor in acute compartment syndromes of the leg. The use of generous skin incisions is supported and the need for intra-operative compartment pressure measurements in the treatment of this condition is emphasised.",5,general pathological conditions,train,210,False,urgent,0.5016089677810669,0.4983910322189331,0.5016089677810669,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute complications of percutaneous transluminal coronary angioplasty for total occlusion. The incidence of major complications after percutaneous coronary angioplasty (PTCA) of a totally occluded artery was assessed retrospectively. A total of 1649 PTCA procedures were analyzed. After exclusion of procedures for acute myocardial infarction or total occlusion that resulted from restenosis, 90 patients were selected. Forty-four patients (49%) had stable angina and 46 (51%) had unstable angina. The estimated duration of occlusion was 87 +/- 78 days in patients with stable angina, as compared with 10 +/- 8 days in patients with unstable angina (p less than 0.001). Abrupt vessel closure during PTCA occurred only in patients with unstable angina (0% versus 17%, p less than 0.05). The major complication rate was 2.5% in the stable angina group, and 20% in unstable angina group (p less than 0.01). This rate was also significantly higher than the complication rate of 8% observed in 442 procedures that were performed during the same period in patients with the unstable angina and nonocclusive stenosis (p less than 0.01). Patients with unstable angina who undergo PTCA of a totally occluded artery represent a subset of high risk for major complications.",4|5,cardiovascular diseases|general pathological conditions,test|train,320,True,urgent,0.6960600018501282,0.3039400279521942,0.6960600018501282,atenção,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute coronary artery occlusion during and after percutaneous transluminal coronary angioplasty. Frequency, prediction, clinical course, management, and follow-up [published erratum appears in Circulation 1991 Jul;84(1):446] BACKGROUND. Acute coronary artery occlusion after percutaneous transluminal coronary angioplasty (PTCA) continues to remain a serious complication despite significant improvement in operator performance and technological advancements. This retrospective study was performed to ascertain the frequency, predictive variables, management, and outcome of acute coronary artery occlusion. METHODS AND RESULTS. The study was based on data from 1,423 consecutive patients who underwent an elective coronary angioplasty between January 1986 and December 1988. Acute coronary artery occlusion occurred in 104 patients (7.3%). Acute occlusion developed during the dilatation procedure in 80 patients (5.6%) and within 24 hours after the procedure in 24 patients (1.7%). Four clinical and 14 angiographic variables predictive for acute coronary artery occlusion were analyzed in these 104 patients with a complicated procedure and were compared with those in 104 representative patients with successful attempts. Multivariate analysis found three independent predictive variables: unstable angina, multivessel disease, and complex lesions. The overall clinical outcome after management of acute coronary artery occlusion including immediate repeat dilatation (95 patients), use of intracoronary streptokinase (34 patients), or autoperfusion catheter (12 patients) was successful (reduction of lumen diameter to less than 50%, no death, no myocardial infarction [MI], and no emergency surgery) in 42 patients (40%), was a failure without major complication in four patients (4%), and was a failure with major complication (death, MI, and emergency surgery) in 58 patients (56%). The overall mortality rate was 6% (six patients), the overall MI rate was 36% (37 patients), and emergency bypass surgery was required in 30% of patients (31 patients). At 6 months' follow-up of 42 patients with successful management, recurrent angina pectoris due to restenosis occurred in 10 patients (24%), and a late MI occurred in one patient (3%). At 6 months' follow-up of 56 survivors with unsuccessful management (development of MI or need for emergency bypass surgery), recurrent angina occurred in nine patients (16%), and cardiac death in two patients (4%). However, the majority of patients in both groups were either symptom free or had mild angina pectoris. CONCLUSION. Acute coronary artery occlusion during PTCA is often unpredictable, but its frequency is higher in patients with unstable angina, multivessel disease, and complex lesions. Despite immediate redilatation, use of intracoronary streptokinase, and emergency bypass surgery, PTCA is associated with a high mortality and morbidity.",4|5,cardiovascular diseases|general pathological conditions,test|train,706,True,urgent,0.7720490097999573,0.22795100510120392,0.7720490097999573,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute deterioration of renal function associated with enteric hyperoxaluria. Enteric hyperoxaluria due to malabsorption syndromes has been well documented to cause renal calculi and chronic tubulointerstitial renal damage. Rarely, in the setting of intestinal bypass operations for morbid obesity, enteric hyperoxaluria has produced acute renal failure. We report two patients who suffered acute deterioration of renal function associated with increased intestinal absorption and renal excretion of oxalate associated with steatorrhea. One patient had a large portion of his small bowel resected many years prior to the onset of the renal failure and the second patient had chronic pancreatitis causing steatorrhea. Both patients had renal biopsy documentation of the acute nature of the tubular damage produced by oxalate deposition. The mechanisms of their deterioration of renal function may relate to sudden increases in steatorrhea in association with episodes of volume depletion. Enteric hyperoxaluria may be an easily overlooked and potentially preventable etiology of acute renal dysfunction.",2|5,digestive system diseases|general pathological conditions,test,262,True,urgent,0.8798958659172058,0.12010414898395538,0.8798958659172058,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
"Acute dissection of the internal mammary artery: a fatal complication of coronary artery bypass grafting. A case of acute traumatic dissection of the right internal mammary artery is presented in a patient who had both IMAs grafted for recurrent angina 10 years after initial vein coronary revascularisation. The event was mistaken for spasm, but because of severe circulatory collapse no time was available to treat the patient appropriately. The purpose of this report is to facilitate the early recognition and avoidance of this potentially fatal complication.",4|5,cardiovascular diseases|general pathological conditions,train,126,False,urgent,0.9013012647628784,0.09869880229234695,0.9013012647628784,urgente,Yuvrajxms09/biobert-triage-classifier,0.7,256
